,gender,Age Adjusted Rate,Butte,CALIFORNIA,Calaveras,Contra Costa,El Dorado,Fresno,Humboldt,Imperial,Inyo,Kern,Lake,Los Angeles,Madera,Marin,Mendocino,Merced,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Tehama,Tulare,Ventura,Yolo,Asian-NH,Black-NH,Hisp,Multi-NH,NHPI-NH,White-NH
San Mateo,0.03369615581268308,0.08775298518452446,0.017900577052302854,0.05302601760573729,,0.04090672447281817,0.013310871701624798,0.03309516961607497,0.0179005770523028,0.008403717416656489,0.005938845440088225,0.030120481927710968,0.010298448181970229,0.04232673892959413,0.016866860244984537,0.019813266332296173,0.014589914210243509,0.023191932836853574,0.02753959696614095,0.01189860846176939,0.015768197539622168,0.03366264206180667,0.016866860244984568,,0.0399380789641195,0.040424705927755836,0.035318222490391966,0.03944666851309649,0.03742930199456749,0.030735505966962503,0.021564857294746612,1.0,0.025450978360775613,0.03638649787478433,0.023191932836853436,0.01790057705230287,0.008403717416656535,0.03309516961607498,0.026164028884099372,0.02319193283685354,0.008403717416656594,0.021564857294746755,0.030735505966962486,0.013310871701624724,0.09286231136480431,0.06244476797494433,0.01046561155363944,0.04138429995376702,0.01888002667976198,0.007954767336480564
Santa Barbara,0.015436802383738863,0.01814177224385558,0.015125495013557949,0.04480552568450521,,0.03456505649101512,0.011247320293685038,0.027964507598731297,0.01512549501355781,0.007100909960030361,0.005018160969217765,0.02545097836077572,0.008701905316719381,0.03576492963043307,0.014252032757629552,0.016741664820961583,0.012328076016235994,0.019596545041740493,0.023270201590131045,0.010053996719263178,0.013323693005063144,0.028444006199429085,0.014252032757629684,,0.033746577691761315,0.03415776408482714,0.029842926102621205,0.03333134938348582,0.0316267301900724,0.025970656749452713,0.018221710983212645,0.025450978360775613,1.0,0.030745589405179838,0.019596545041740538,0.015125495013558065,0.0071009099600304005,0.027964507598731335,0.022107884414269148,0.019596545041740483,0.007100909960030255,0.018221710983212742,0.02597065674945264,0.011247320293684956,0.0646136704820862,0.05276411055733596,0.07737759544994147,0.03496859463029295,0.01595310299585275,0.036968577231739394
Santa Clara,0.024521702037331988,0.08350038467928016,0.021624465054517924,0.06405711175372468,,0.04941662111074192,0.016079955362105623,0.03998001498751107,0.021624465054517816,0.010151957284592561,0.007174313727883078,0.036386497874784436,0.012440852167843052,0.0511320436307934,0.02037570235201913,0.023935054393315915,0.0176250792958231,0.028016590734026108,0.033268706951165704,0.01437389655803424,0.019048482943986682,0.04066553970754061,0.020375702352019045,,0.04824646660165185,0.04883432741412574,0.04266553339591428,0.04765282718463384,0.045215784420335005,0.03712946642857144,0.026051031852961544,0.03638649787478433,0.030745589405179838,1.0,0.028016590734026018,0.02162446505451822,0.010151957284592538,0.03998001498751101,0.0316069770620504,0.028016590734025976,0.01015195728459229,0.026051031852961596,0.03712946642857124,0.01607995536210553,0.04967714004861941,0.038872251868338724,0.005267829510341915,0.053253996191339394,0.022807671281879997,0.031231236864114116
Santa Cruz,0.008127381417666245,0.05107857571225691,0.013782946160499111,0.04082855785207889,,0.03149703941743569,0.01024900077113469,0.025482359571881275,0.013782946160498768,0.006470628536912113,0.004572745711888985,0.02319193283685338,0.007929518496194221,0.0325904110304111,0.012987012987012799,0.015255663676302387,0.011233827907252596,0.017857142857142627,0.02120472324199944,0.009161597379472466,0.01214107327946573,0.025919297562440723,0.01298701298701293,,0.030751209332964036,0.031125898552225282,0.02719404841795194,0.03037283696153922,0.028819520885211964,0.023665484231071232,0.016604339970934467,0.023191932836853436,0.019596545041740538,0.028016590734026018,1.0,0.013782946160499044,0.006470628536912125,0.02548235957188126,0.020145574100634677,0.01785714285714265,0.0064706285369119515,0.016604339970934506,0.023665484231071243,0.010249000771134546,0.05887851873201724,0.04808073351427582,0.04029114820126849,0.03186475924692875,0.014537095115739442,0.06124949469375126
Shasta,0.012063612669826657,0.16611128774725384,0.010638297872340276,0.031513317622418165,,0.024310831916316257,0.007910639846338082,0.019668431441216255,0.010638297872340179,0.0049943221859356105,0.003529450845346838,0.017900577052302948,0.006120359084656802,0.025154745312519388,0.010023960843999433,0.011775007501217348,0.008670773732430793,0.013782946160499026,0.016366759292394777,0.007071332991824772,0.009371026523127029,0.020005679837981027,0.010023960843999487,,0.023735166705964292,0.024024368700779446,0.020989589892915782,0.023443121888620935,0.022244202665006457,0.01826608532106413,0.01281597653560097,0.01790057705230287,0.015125495013558065,0.02162446505451822,0.013782946160499044,1.0,0.004994322185935658,0.019668431441216376,0.015549260339278077,0.013782946160498955,0.004994322185935611,0.012815976535600978,0.01826608532106407,0.007910639846338002,0.04544508940682844,0.037110873037536365,0.06219704135711247,0.024594654622590625,0.011220383961376408,0.13237032287477407
Siskiyou,0.0002831729714772855,0.07561002747292876,0.00499432218593566,0.01479444016728382,,0.01141311595663168,0.0037137787044142757,0.00923366544988568,0.004994322185935645,0.0023446658851113446,0.0016569581781420237,0.00840371741665652,0.002873302245265111,0.0118093048440125,0.004705911663208908,0.005527969033071582,0.004070635936384112,0.006470628536912121,0.007683641690312333,0.003319752433049695,0.004399381012927857,0.009391992201998076,0.0047059116632089055,,0.011142860548648834,0.011278631134907846,0.009853904800732907,0.01100575535305779,0.010442903198559485,0.008575311225903387,0.006016668898941221,0.008403717416656535,0.0071009099600304005,0.010151957284592538,0.006470628536912125,0.004994322185935658,1.0,0.00923366544988567,0.007299853493410616,0.00647062853691214,0.0023446658851113376,0.006016668898941228,0.008575311225903366,0.003713778704414262,0.021334937317037183,0.017422303715776116,0.029199413973641914,0.011546361148280773,0.005267591979983848,0.06214340378753813
Solano,0.013828231901177475,0.019122557281115813,0.0196684314412164,0.058262847551330335,,0.04494665749755006,0.01462544848254252,0.036363636363636744,0.019668431441215977,0.009233665449885626,0.006525363625823399,0.033095169616074956,0.011315519126906745,0.04650691205845154,0.01853262514318632,0.021770017209204892,0.01603080875766986,0.025482359571881233,0.030259397407392127,0.013073710645885389,0.01732545891417088,0.03698715217885603,0.01853262514318646,,0.04388234891559637,0.04441703497871997,0.03880623712007872,0.043342406949636154,0.04112580605763399,0.033770933202655576,0.02369459464921457,0.03309516961607498,0.027964507598731335,0.03998001498751101,0.02548235957188126,0.019668431441216376,0.00923366544988567,1.0,0.028747978728804167,0.025482359571881264,0.009233665449885296,0.02369459464921462,0.033770933202655576,0.014625448482542247,0.0021156205952249578,0.09101564010615795,0.014373989364401613,0.04547139815689365,0.020744611152715274,0.043701886126702956
Sonoma,0.007053017551729443,0.01950781162128746,0.015549260339277952,0.04606082530734227,,0.035533452725935936,0.011562432251571888,0.02874797872880418,0.015549260339277868,0.007299853493410624,0.005158752904604585,0.026164028884099296,0.008945703337056372,0.036766942261464854,0.014651326618643587,0.01721070977053833,0.012673467102202953,0.020145574100634764,0.02392215410788899,0.010335675777747527,0.013696977919111876,0.029240911262111487,0.014651326618643625,,0.03469204291287768,0.03511474936103182,0.030679024180005312,0.034265181308691245,0.03251280443811794,0.0266982669074492,0.018732221831489326,0.026164028884099372,0.022107884414269148,0.0316069770620504,0.020145574100634677,0.015549260339278077,0.007299853493410616,0.028747978728804167,1.0,0.020145574100634812,0.007299853493410635,0.018732221831489385,0.026698266907449277,0.01156243225157167,0.06642392747488256,0.05424238287018356,0.07057416267942652,0.03594829664204204,0.016400055104277864,0.046187058610850346
Stanislaus,0.02594510221793418,0.02749300829958557,0.01378294616049893,0.040828557852078784,,0.0314970394174357,0.010249000771134725,0.02548235957188128,0.013782946160498724,0.006470628536912105,0.004572745711888891,0.02319193283685351,0.007929518496194214,0.03259041103041111,0.012987012987012726,0.015255663676302397,0.01123382790725258,0.01785714285714263,0.02120472324199945,0.009161597379472477,0.012141073279465736,0.02591929756244118,0.012987012987012709,,0.030751209332963953,0.031125898552225258,0.02719404841795189,0.03037283696153929,0.028819520885212058,0.023665484231071236,0.016604339970934478,0.02319193283685354,0.019596545041740483,0.028016590734025976,0.01785714285714265,0.013782946160498955,0.00647062853691214,0.025482359571881264,0.020145574100634812,1.0,0.006470628536911872,0.01660433997093452,0.023665484231071236,0.010249000771134479,0.05887851873201715,0.048080733514275976,0.04029114820126873,0.031864759246928914,0.01453709511573948,0.061249494693751245
Tehama,0.0002831729714773614,0.06193254930230145,0.0049943221859355385,0.014794440167283785,,0.01141311595663155,0.003713778704414374,0.009233665449885305,0.004994322185935523,0.0023446658851113307,0.0016569581781420166,0.008403717416656704,0.002873302245265114,0.011809304844012424,0.004705911663208876,0.005527969033071633,0.004070635936384087,0.006470628536911868,0.007683641690312234,0.0033197524330496743,0.00439938101292793,0.00939199220199826,0.004705911663208881,,0.01114286054864847,0.011278631134907976,0.009853904800733072,0.011005755353057617,0.010442903198559518,0.008575311225903211,0.006016668898941104,0.008403717416656594,0.007100909960030255,0.01015195728459229,0.0064706285369119515,0.004994322185935611,0.0023446658851113376,0.009233665449885296,0.007299853493410635,0.006470628536911872,1.0,0.006016668898941099,0.008575311225903224,0.0037137787044143385,0.02133493731703762,0.017422303715775758,0.02919941397364085,0.011546361148280436,0.005267591979983845,0.06214340378753856
Tulare,0.01028493181790029,0.0046230568681660785,0.012815976535601082,0.03796415028553846,,0.02928730283164262,0.009529962017312477,0.023694594649214664,0.012815976535600895,0.006016668898941166,0.004251935766447072,0.0215648572947468,0.007373207571330921,0.030303966814320907,0.01207588361522515,0.014185372665160111,0.010445696673831786,0.01660433997093449,0.01971706428718577,0.008518847543672894,0.011289292467280006,0.024100878397936898,0.01207588361522508,,0.02859379791978774,0.02894220008187119,0.025286196606593436,0.02824197100430609,0.02679763086434081,0.022005185761972804,0.01543942992874163,0.021564857294746755,0.018221710983212742,0.026051031852961596,0.016604339970934506,0.012815976535600978,0.006016668898941228,0.02369459464921462,0.018732221831489385,0.01660433997093452,0.006016668898941099,1.0,0.022005185761972808,0.00952996201731256,0.05474778075264224,0.04470753533808584,0.07636982746684146,0.029629224555167172,0.013517216691527018,0.02146667996919748
Ventura,0.012587354376232537,0.015904186930587372,0.018266085321064163,0.054108745153443695,,0.04174199062089155,0.013582663703477724,0.033770933202655624,0.018266085321064184,0.00857531122590338,0.006060109526095043,0.030735505966962628,0.010508730116173834,0.04319100006616267,0.017211261258961046,0.020217829417300336,0.014887822722844859,0.023665484231071215,0.028101922436435594,0.012141563745658657,0.01609016518163522,0.03434999275368629,0.017211261258961025,,0.04075356653511662,0.04125012983647562,0.03603937814478649,0.04025212207330856,0.03819356335513717,0.03136308805790187,0.022005185761972756,0.030735505966962486,0.02597065674945264,0.03712946642857124,0.023665484231071243,0.01826608532106407,0.008575311225903366,0.033770933202655576,0.026698266907449277,0.023665484231071236,0.008575311225903224,0.022005185761972808,1.0,0.013582663703477653,0.004188648136502148,0.06371981508482547,0.04723539529779442,0.042229317619164215,0.01926553413271874,0.030595577854571305
Yolo,0.015788087281493286,0.015030793695322106,0.007910639846337974,0.023433307570976163,,0.01807753815155479,0.005882352941176497,0.014625448482542271,0.007910639846337964,0.0037137787044143346,0.0026245001623320364,0.013310871701624755,0.004551099906204492,0.018705072275807963,0.007453818742643767,0.008755897291825446,0.0064475886095168395,0.010249000771134454,0.012170324592101026,0.00525824424199449,0.006968296686604358,0.014876226439465108,0.00745381874264379,,0.01764947341734555,0.017864524062785235,0.01560786209952871,0.017432308848660476,0.01654079233947079,0.013582663703477639,0.009529962017312535,0.013310871701624724,0.011247320293684956,0.01607995536210553,0.010249000771134546,0.007910639846338002,0.003713778704414262,0.014625448482542247,0.01156243225157167,0.010249000771134479,0.0037137787044143385,0.00952996201731256,0.013582663703477653,1.0,0.033792975097713715,0.02759565059241348,0.011562432251572363,0.018288588757253046,0.008343479146871337,0.06679218699221551
Asian-NH,0.0005931948649998328,0.06621916990543993,0.04544508940682858,0.009844081200815452,,0.02390836153535242,0.033792975097713535,0.0710244056968352,0.04544508940682862,0.021334937317037134,0.0150772436670374,0.03883933164902392,0.026145184985587367,0.03024644173961979,0.04282074089601461,0.050300929253937296,0.03704014422468875,0.0105896616424492,0.06991615089823436,0.030207591843660495,0.04003151098866237,0.05019769565133855,0.04282074089601482,,0.05815200049686226,0.02649606944537671,0.023886404457903035,0.03185503411051615,0.043410079785778974,0.0696524684966766,0.054747780752642146,0.09286231136480431,0.0646136704820862,0.04967714004861941,0.05887851873201724,0.04544508940682844,0.021334937317037183,0.0021156205952249578,0.06642392747488256,0.05887851873201715,0.02133493731703762,0.05474778075264224,0.004188648136502148,0.033792975097713715,1.0,0.1585316526566924,0.26569570989953456,0.10506439015584666,0.047931667116547554,0.3433178103661434
Black-NH,0.01679024724216171,0.026830471936041125,0.03711087303753586,0.02145159722709841,,0.07961421131547919,0.02759565059241388,0.06861179023387327,0.03711087303753534,0.017422303715776095,0.012312214208105673,0.018860868694472795,0.021350395679874318,0.07174488045051415,0.03496780619220044,0.041076195989010245,0.030247318413416057,0.04808073351427588,0.05709416425678262,0.024667794041380288,0.032690095699928055,0.030506518307122032,0.034967806192200364,,0.06839601569179449,0.049133683807116676,0.13345389892426351,0.054122295439120074,0.08274391830611973,0.06371981508482558,0.04470753533808552,0.06244476797494433,0.05276411055733596,0.038872251868338724,0.04808073351427582,0.037110873037536365,0.017422303715776116,0.09101564010615795,0.05424238287018356,0.048080733514275976,0.017422303715775758,0.04470753533808584,0.06371981508482547,0.02759565059241348,0.1585316526566924,1.0,0.21696953148073106,0.08579653587949622,0.03914143499456678,0.28035644419061556
Hisp,0.017632543879322685,0.06479142094418848,0.06219704135711186,0.08013321663058297,,2.556856842694437e-16,0.04624972900628831,0.028747978728803313,0.06219704135711345,0.02554948722693664,0.02063501161841674,0.08372489242911943,0.03578281334822499,0.03217107447878169,0.058605306474572606,0.021904539707957093,0.05069386840881094,0.0402911482012681,0.09227116584471073,0.04134270311098876,0.05478791167644814,0.02452463525209327,0.003662831654660945,,0.029851292738987675,0.008778687340257767,0.02797205145823956,0.014685077703724445,0.011122801518303412,0.016429702712276183,0.031700683099443155,0.01046561155363944,0.07737759544994147,0.005267829510341915,0.04029114820126849,0.06219704135711247,0.029199413973641914,0.014373989364401613,0.07057416267942652,0.04029114820126873,0.02919941397364085,0.07636982746684146,0.04723539529779442,0.011562432251572363,0.26569570989953456,0.21696953148073106,1.0,0.1437931865681648,0.06560022041711101,0.46987149389936067
Multi-NH,0.0013944918194410494,0.030248113756796806,0.024594654622590563,0.1126462401287318,,0.036654881980140004,0.018288588757252963,0.04547139815689362,0.024594654622590473,0.011546361148280717,0.008159728707579092,0.041384299953766884,0.014149643078216886,0.09948014786685175,0.02317437036140236,0.027222610811061,0.020045940414418355,0.031864759246928845,0.03783827045622702,0.016348197309594272,0.02166485311477211,0.01851989324082309,0.02317437036140229,,0.04000367048886328,0.08523373293124174,0.04852578112409161,0.13768336111551327,0.051426317298670914,0.04222931761916423,0.02962922455516707,0.04138429995376702,0.03496859463029295,0.053253996191339394,0.03186475924692875,0.024594654622590625,0.011546361148280773,0.04547139815689365,0.03594829664204204,0.031864759246928914,0.011546361148280436,0.029629224555167172,0.042229317619164215,0.018288588757253046,0.10506439015584666,0.08579653587949622,0.1437931865681648,1.0,0.025940378016713686,0.18580187830966421
NHPI-NH,0.0006361843207488933,0.01387337274370144,0.011220383961376429,0.3560521331271869,,0.025641025641026004,0.008343479146871361,0.020744611152715305,0.011220383961376357,0.005267591979983837,0.003722568603814213,0.018880026679761998,0.006455241217666847,0.026531114680568,0.010572432811447006,0.012419289899304303,0.009145204588888662,0.014537095115739411,0.017262284405625217,0.007458248700980255,0.0098837724759625,0.021100312463908442,0.010572432811447013,,0.025033862279850577,0.025338888277727793,0.02213805823229254,0.024725837911305882,0.023461318512708555,0.019265534132718747,0.013517216691526966,0.01888002667976198,0.01595310299585275,0.022807671281879997,0.014537095115739442,0.011220383961376408,0.005267591979983848,0.020744611152715274,0.016400055104277864,0.01453709511573948,0.005267591979983845,0.013517216691527018,0.01926553413271874,0.008343479146871337,0.047931667116547554,0.03914143499456678,0.06560022041711101,0.025940378016713686,1.0,0.08476510231066742
White-NH,0.006969172070216391,0.1494831795501171,0.13237032287477382,0.15174283739416988,,0.07562376774775209,0.0984305913569486,0.004370188612670338,0.13237032287477268,0.01220674002969466,0.04391628750910725,0.006363813869184851,0.07615446736568561,0.07475567546991677,0.12472624374000697,0.10370159862278129,0.10788879314238299,0.024499797877500683,0.032209708875595766,0.08798725534059311,0.11660190581423337,0.02208222323923681,0.07461302080875333,,0.06892719435622834,0.07230628062603726,0.04746042136704589,0.09896907274769172,0.06269180002989548,0.0024975981922098476,0.12003816962367679,0.007954767336480564,0.036968577231739394,0.031231236864114116,0.06124949469375126,0.13237032287477407,0.06214340378753813,0.043701886126702956,0.046187058610850346,0.061249494693751245,0.06214340378753856,0.02146667996919748,0.030595577854571305,0.06679218699221551,0.3433178103661434,0.28035644419061556,0.46987149389936067,0.18580187830966421,0.08476510231066742,1.0
